OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,SOURCE_REPORTING_UNIT,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
116819,b'\x00\x01\xad\x10\x00\x008\xaf\x07L-(^\xc0\x00<\xea\xce\xa4oC@8\xaf\x07L-(^\xc0\x00<\xea\xce\xa4oC@|\x01\x00\x00\x008\xaf\x07L-(^\xc0\x00<\xea\xce\xa4oC@\xfe',118016,FS-343055,FED,FS-FIRESTAT,FS,USCAENF,503,12,,1007,SAND,,,,,,1999,6/6/1999,157,1015.0,Human,Arson/incendiarism,,6/6/1999,157.0,1150.0,0.1,A,38.87222222,-120.62777778,STATE OR PRIVATE,CA,,,
116820,b'\x00\x01\xad\x10\x00\x00\x9c\xcaX#\xd1\x1c^\xc0`\x11@\xfa\xbeHC@\x9c\xcaX#\xd1\x1c^\xc0`\x11@\xfa\xbeHC@|\x01\x00\x00\x00\x9c\xcaX#\xd1\x1c^\xc0`\x11@\xfa\xbeHC@\xfe',118017,FS-343056,FED,FS-FIRESTAT,FS,USCAENF,503,13,,1008,PIPI,,,,,,1999,6/8/1999,159,1200.0,Human,Missing data/not specified/undetermined,,6/9/1999,160.0,1300.0,0.5,B,38.56833333,-120.45027778,USFS,CA,,,
116821,b'\x00\x01\xad\x10\x00\x000j\x87W\xe3\x18^\xc0\xd0\xb7F\x1d\xc0wC@0j\x87W\xe3\x18^\xc0\xd0\xb7F\x1d\xc0wC@|\x01\x00\x00\x000j\x87W\xe3\x18^\xc0\xd0\xb7F\x1d\xc0wC@\xfe',118018,FS-343057,FED,FS-FIRESTAT,FS,USCAENF,503,16,,1017,TUNNEL,,,,,,1999,6/20/1999,171,1040.0,Human,Recreation and ceremony,,6/20/1999,171.0,1230.0,0.1,A,38.93555556,-120.38888889,USFS,CA,,,
116822,b'\x00\x01\xad\x10\x00\x00\xc8\xfdW\x1b\xb8\x1a^\xc0\xd0BU\xfb\x9dUC@\xc8\xfdW\x1b\xb8\x1a^\xc0\xd0BU\xfb\x9dUC@|\x01\x00\x00\x00\xc8\xfdW\x1b\xb8\x1a^\xc0\xd0BU\xfb\x9dUC@\xfe',118019,FS-343058,FED,FS-FIRESTAT,FS,USCAENF,503,17,,1019,CAMP,,,,,,1999,6/23/1999,174,1100.0,Human,Recreation and ceremony,,6/23/1999,174.0,1130.0,0.1,A,38.66888889,-120.4175,STATE OR PRIVATE,CA,,,
116823,b'\x00\x01\xad\x10\x00\x00\x90\xf0g\xbf(\x04^\xc0(\xd3\xccS\x90YC@\x90\xf0g\xbf(\x04^\xc0(\xd3\xccS\x90YC@|\x01\x00\x00\x00\x90\xf0g\xbf(\x04^\xc0(\xd3\xccS\x90YC@\xfe',118020,FS-343059,FED,FS-FIRESTAT,FS,USCAENF,503,18,,1021,CAPLES,,,,,,1999,6/24/1999,175,2230.0,Human,Recreation and ceremony,,6/25/1999,176.0,800.0,0.1,A,38.69972222,-120.065,USFS,CA,,,
116824,b'\x00\x01\xad\x10\x00\x00$\x9e\xc0/f\x16^\xc0\xa8\xb0\x8cY\xebqC@$\x9e\xc0/f\x16^\xc0\xa8\xb0\x8cY\xebqC@|\x01\x00\x00\x00$\x9e\xc0/f\x16^\xc0\xa8\xb0\x8cY\xebqC@\xfe',118021,FS-343060,FED,FS-FIRESTAT,FS,USCAENF,503,19,,1022,BASSI,,,,,,1999,6/28/1999,179,1100.0,Human,Missing data/not specified/undetermined,,6/28/1999,179.0,1430.0,0.1,A,38.89,-120.35,USFS,CA,,,
116825,"b""\x00\x01\xad\x10\x00\x00\x88\xee8\xc9\xff'^\xc0\xd0:(\xd0\x83dC@\x88\xee8\xc9\xff'^\xc0\xd0:(\xd0\x83dC@|\x01\x00\x00\x00\x88\xee8\xc9\xff'^\xc0\xd0:(\xd0\x83dC@\xfe""",118022,FS-343061,FED,FS-FIRESTAT,FS,USCAENF,503,20,,1026,SLAB #2,,,,,,1999,7/2/1999,183,1200.0,Human,Recreation and ceremony,,7/2/1999,183.0,1230.0,0.1,A,38.78527778,-120.625,STATE OR PRIVATE,CA,,,
116826,b'\x00\x01\xad\x10\x00\x00\x88>\x91\xba\xac\x18^\xc0\x10\x04\xe9KwoC@\x88>\x91\xba\xac\x18^\xc0\x10\x04\xe9KwoC@|\x01\x00\x00\x00\x88>\x91\xba\xac\x18^\xc0\x10\x04\xe9KwoC@\xfe',118023,FS-343062,FED,FS-FIRESTAT,FS,USCAENF,503,22,,1030,WENCH,,,,,,1999,7/4/1999,185,1300.0,Human,Missing data/not specified/undetermined,,7/4/1999,185.0,1345.0,0.1,A,38.87083333,-120.38555556,USFS,CA,,,
116827,b'\x00\x01\xad\x10\x00\x00\xb8C\x1bdx\x16^\xc0\x88\xe8\xbd\xef\xe7lC@\xb8C\x1bdx\x16^\xc0\x88\xe8\xbd\xef\xe7lC@|\x01\x00\x00\x00\xb8C\x1bdx\x16^\xc0\x88\xe8\xbd\xef\xe7lC@\xfe',118024,FS-343063,FED,FS-FIRESTAT,FS,USCAENF,503,23,,1031,JONES 2,,,,,,1999,7/4/1999,185,1624.0,Human,Equipment and vehicle use,,7/4/1999,185.0,1730.0,0.1,A,38.85083333,-120.35111111,USFS,CA,,,
116828,b'\x00\x01\xad\x10\x00\x00\xe4\x05\xf1\xe4\xe7\x10^\xc08q\xb5\x92y=C@\xe4\x05\xf1\xe4\xe7\x10^\xc08q\xb5\x92y=C@|\x01\x00\x00\x00\xe4\x05\xf1\xe4\xe7\x10^\xc08q\xb5\x92y=C@\xfe',118025,FS-343064,FED,FS-FIRESTAT,FS,USCAENF,503,24,,1035,MOORE,,,,,,1999,7/4/1999,185,1300.0,Human,Recreation and ceremony,,7/4/1999,185.0,1325.0,0.1,A,38.48027778,-120.26416667,USFS,CA,,,
116829,b'\x00\x01\xad\x10\x00\x00\x90\xc8\xef\x81\x1e\x11^\xc0X\x1c\xb5\xcc\xe6=C@\x90\xc8\xef\x81\x1e\x11^\xc0X\x1c\xb5\xcc\xe6=C@|\x01\x00\x00\x00\x90\xc8\xef\x81\x1e\x11^\xc0X\x1c\xb5\xcc\xe6=C@\xfe',118026,FS-343065,FED,FS-FIRESTAT,FS,USCAENF,503,25,,1036,AZALEA,,,,,,1999,7/5/1999,186,1430.0,Human,Recreation and ceremony,,7/5/1999,186.0,1500.0,0.1,A,38.48361111,-120.2675,USFS,CA,,,
116830,b'\x00\x01\xad\x10\x00\x000\t\xecq\xec\x0c^\xc0\xd0\x04\xef\xf0\xc6YC@0\t\xecq\xec\x0c^\xc0\xd0\x04\xef\xf0\xc6YC@|\x01\x00\x00\x000\t\xecq\xec\x0c^\xc0\xd0\x04\xef\xf0\xc6YC@\xfe',118027,FS-343066,FED,FS-FIRESTAT,FS,USCAENF,503,28,,1001,FITCH,,,,,,1999,7/10/1999,191,1530.0,Human,Recreation and ceremony,,7/10/1999,191.0,1600.0,0.1,A,38.70138889,-120.20194444,USFS,CA,,,
116831,b'\x00\x01\xad\x10\x00\x00\x98J\xf3Rg%^\xc0P\x0c\xf3\xff\x19YC@\x98J\xf3Rg%^\xc0P\x0c\xf3\xff\x19YC@|\x01\x00\x00\x00\x98J\xf3Rg%^\xc0P\x0c\xf3\xff\x19YC@\xfe',118028,FS-343067,FED,FS-FIRESTAT,FS,USCAENF,503,29,,1041,PARK,,,,,,1999,7/11/1999,192,1130.0,Human,Recreation and ceremony,,7/11/1999,192.0,1330.0,0.1,A,38.69611111,-120.58444444,USFS,CA,,,
116832,b'\x00\x01\xad\x10\x00\x00H\xba\x17\xacY\t^\xc0\xa8\x90p6\xeaBC@H\xba\x17\xacY\t^\xc0\xa8\x90p6\xeaBC@|\x01\x00\x00\x00H\xba\x17\xacY\t^\xc0\xa8\x90p6\xeaBC@\xfe',118029,FS-343068,FED,FS-FIRESTAT,FS,USCAENF,503,30,,1397,TANGLEFOOT,,,,,,1999,7/12/1999,193,830.0,Natural,Natural,,7/12/1999,193.0,2100.0,0.2,A,38.52277778,-120.14611111,USFS,CA,,,
116833,b'\x00\x01\xad\x10\x00\x00\x88\xfe\x8c\xaf\xf6\xff]\xc0X\xa1h\xbb\xd5LC@\x88\xfe\x8c\xaf\xf6\xff]\xc0X\xa1h\xbb\xd5LC@|\x01\x00\x00\x00\x88\xfe\x8c\xaf\xf6\xff]\xc0X\xa1h\xbb\xd5LC@\xfe',118030,FS-343069,FED,FS-FIRESTAT,FS,USCAENF,503,31,,1397,DEADWOOD,,,,,,1999,7/12/1999,193,1002.0,Natural,Natural,,7/12/1999,193.0,1600.0,0.1,A,38.60027778,-119.99944444,USFS,CA,,,
116834,b'\x00\x01\xad\x10\x00\x00(\xdcZu\x89\x17^\xc0Hd\x10\xa6H@C@(\xdcZu\x89\x17^\xc0Hd\x10\xa6H@C@|\x01\x00\x00\x00(\xdcZu\x89\x17^\xc0Hd\x10\xa6H@C@\xfe',118031,FS-343070,FED,FS-FIRESTAT,FS,USCAENF,503,32,,1397,PANTHER,,,,,,1999,7/12/1999,193,900.0,Natural,Natural,,7/13/1999,194.0,1400.0,2.5,B,38.50222222,-120.36777778,USFS,CA,,,
116835,b'\x00\x01\xad\x10\x00\x00\\D{\xbf(\x00^\xc0\x90h\xf4\xd0bQC@\\D{\xbf(\x00^\xc0\x90h\xf4\xd0bQC@|\x01\x00\x00\x00\\D{\xbf(\x00^\xc0\x90h\xf4\xd0bQC@\xfe',118032,FS-343071,FED,FS-FIRESTAT,FS,USCAENF,503,33,,1397,MOKE,,,,,,1999,7/12/1999,193,1600.0,Natural,Natural,,7/12/1999,193.0,2130.0,0.2,A,38.63583333,-120.0025,USFS,CA,,,
116836,b'\x00\x01\xad\x10\x00\x00(\xdcZu\x89\x17^\xc0Hd\x10\xa6H@C@(\xdcZu\x89\x17^\xc0Hd\x10\xa6H@C@|\x01\x00\x00\x00(\xdcZu\x89\x17^\xc0Hd\x10\xa6H@C@\xfe',118033,FS-343072,FED,FS-FIRESTAT,FS,USCAENF,503,34,,1397,PANTHER #2,,,,,,1999,7/13/1999,194,600.0,Natural,Natural,,7/13/1999,194.0,1800.0,2.5,B,38.50222222,-120.36777778,USFS,CA,,,
116837,b'\x00\x01\xad\x10\x00\x000\x1ac\xa1\x82\x19^\xc0\xc0<%\xd3 \x8bC@0\x1ac\xa1\x82\x19^\xc0\xc0<%\xd3 \x8bC@|\x01\x00\x00\x000\x1ac\xa1\x82\x19^\xc0\xc0<%\xd3 \x8bC@\xfe',118034,FS-343073,FED,FS-FIRESTAT,FS,USCAENF,503,35,,1397,JEEP,,,,,,1999,7/13/1999,194,1930.0,Natural,Natural,,7/14/1999,195.0,900.0,0.1,A,39.08694444,-120.39861111,STATE OR PRIVATE,CA,,,
116838,b'\x00\x01\xad\x10\x00\x00\xfc\x05/\xb8\xee\x1e^\xc0\x80\x16\xfa\xb6YqC@\xfc\x05/\xb8\xee\x1e^\xc0\x80\x16\xfa\xb6YqC@|\x01\x00\x00\x00\xfc\x05/\xb8\xee\x1e^\xc0\x80\x16\xfa\xb6YqC@\xfe',118035,FS-343074,FED,FS-FIRESTAT,FS,USCAENF,503,36,,1397,SILVER #2,,,,,,1999,7/14/1999,195,936.0,Natural,Natural,,7/14/1999,195.0,1000.0,0.2,A,38.88555556,-120.48333333,STATE OR PRIVATE,CA,,,
116839,b'\x00\x01\xad\x10\x00\x008[J\xda\x10!^\xc0\xf8\xbf\x18n\x99yC@8[J\xda\x10!^\xc0\xf8\xbf\x18n\x99yC@|\x01\x00\x00\x008[J\xda\x10!^\xc0\xf8\xbf\x18n\x99yC@\xfe',118036,FS-343075,FED,FS-FIRESTAT,FS,USCAENF,503,37,,1046,RIM,,,,,,1999,7/14/1999,195,800.0,Human,Debris and open burning,,7/15/1999,196.0,1500.0,2.0,B,38.95,-120.51666667,USFS,CA,,,
116840,b'\x00\x01\xad\x10\x00\x00p\x02\xee\x07\xe9\x1b^\xc0\xf0o\xbb0\x8fbC@p\x02\xee\x07\xe9\x1b^\xc0\xf0o\xbb0\x8fbC@|\x01\x00\x00\x00p\x02\xee\x07\xe9\x1b^\xc0\xf0o\xbb0\x8fbC@\xfe',118037,FS-343076,FED,FS-FIRESTAT,FS,USCAENF,503,38,,1047,ST PAULI,,,,,,1999,7/14/1999,195,1140.0,Human,Recreation and ceremony,,7/14/1999,195.0,1515.0,0.1,A,38.77,-120.43611111,USFS,CA,,,
116841,"b'\x00\x01\xad\x10\x00\x00PU""\x02\x8e\'^\xc0\x18\x13\xf6\xb5zdC@PU""\x02\x8e\'^\xc0\x18\x13\xf6\xb5zdC@|\x01\x00\x00\x00PU""\x02\x8e\'^\xc0\x18\x13\xf6\xb5zdC@\xfe'",118038,FS-343077,FED,FS-FIRESTAT,FS,USCAENF,503,39,,1048,FOREBAY,,,,,,1999,7/16/1999,197,1300.0,Human,Recreation and ceremony,,7/16/1999,197.0,1330.0,0.1,A,38.785,-120.61805556,USFS,CA,,,
116842,b'\x00\x01\xad\x10\x00\x00\xf499\xa1\x821^\xc0(\xe8i\x0c\xafvC@\xf499\xa1\x821^\xc0(\xe8i\x0c\xafvC@|\x01\x00\x00\x00\xf499\xa1\x821^\xc0(\xe8i\x0c\xafvC@\xfe',118039,FS-343078,FED,FS-FIRESTAT,FS,USCAENF,503,40,,1051,WALTON,,,,,,1999,7/18/1999,199,1146.0,Human,Recreation and ceremony,,7/18/1999,199.0,1307.0,0.2,A,38.92722222,-120.77361111,STATE OR PRIVATE,CA,,,
116843,b'\x00\x01\xad\x10\x00\x00\xe8\x95M\xe1J\x12^\xc0\xd0\x0c\x1c\x1c\xe1jC@\xe8\x95M\xe1J\x12^\xc0\xd0\x0c\x1c\x1c\xe1jC@|\x01\x00\x00\x00\xe8\x95M\xe1J\x12^\xc0\xd0\x0c\x1c\x1c\xe1jC@\xfe',118040,FS-343079,FED,FS-FIRESTAT,FS,USCAENF,503,41,,1059,YELLOW,,,,,,1999,7/20/1999,201,1000.0,Human,Recreation and ceremony,,7/20/1999,201.0,1300.0,0.1,A,38.835,-120.28583333,STATE OR PRIVATE,CA,,,
116844,b'\x00\x01\xad\x10\x00\x00$\x98\x94/f&^\xc0\xe8\xf8\xc9\x073sC@$\x98\x94/f&^\xc0\xe8\xf8\xc9\x073sC@|\x01\x00\x00\x00$\x98\x94/f&^\xc0\xe8\xf8\xc9\x073sC@\xfe',118041,FS-343080,FED,FS-FIRESTAT,FS,USCAENF,503,42,,1058,STUMPY,,,,,,1999,7/25/1999,206,1727.0,Human,Recreation and ceremony,,7/25/1999,206.0,1820.0,0.1,A,38.9,-120.6,USFS,CA,,,
116845,"b'\x00\x01\xad\x10\x00\x00PU""\x02\x8e\'^\xc0\x18\x13\xf6\xb5zdC@PU""\x02\x8e\'^\xc0\x18\x13\xf6\xb5zdC@|\x01\x00\x00\x00PU""\x02\x8e\'^\xc0\x18\x13\xf6\xb5zdC@\xfe'",118042,FS-343081,FED,FS-FIRESTAT,FS,USCAENF,503,43,,1060,RUPLEY,,,,,,1999,7/29/1999,210,1130.0,Human,Recreation and ceremony,,7/29/1999,210.0,1200.0,0.1,A,38.785,-120.61805556,USFS,CA,,,
116846,b'\x00\x01\xad\x10\x00\x00l\xc1\x06\xcfZ\x14^\xc0@>1\x1d\xc0\x7fC@l\xc1\x06\xcfZ\x14^\xc0@>1\x1d\xc0\x7fC@|\x01\x00\x00\x00l\xc1\x06\xcfZ\x14^\xc0@>1\x1d\xc0\x7fC@\xfe',118043,FS-343082,FED,FS-FIRESTAT,FS,USCAENF,503,44,,1061,TREE,,,,,,1999,7/29/1999,210,1600.0,Human,Missing data/not specified/undetermined,,7/29/1999,210.0,1602.0,0.1,A,38.99805556,-120.31805556,STATE OR PRIVATE,CA,,,
116847,b'\x00\x01\xad\x10\x00\x00\xdc\xba\xe1\xc5b\x19^\xc0\x00\xe2\xcc!<{C@\xdc\xba\xe1\xc5b\x19^\xc0\x00\xe2\xcc!<{C@|\x01\x00\x00\x00\xdc\xba\xe1\xc5b\x19^\xc0\x00\xe2\xcc!<{C@\xfe',118044,FS-343083,FED,FS-FIRESTAT,FS,USCAENF,503,45,,1062,GERLE,,,,,,1999,8/1/1999,213,700.0,Human,Recreation and ceremony,,8/1/1999,213.0,1100.0,0.1,A,38.96277778,-120.39666667,STATE OR PRIVATE,CA,,,
116848,b'\x00\x01\xad\x10\x00\x00\x18|A\xdb\xef1^\xc0HF)\xe9\xadwC@\x18|A\xdb\xef1^\xc0HF)\xe9\xadwC@|\x01\x00\x00\x00\x18|A\xdb\xef1^\xc0HF)\xe9\xadwC@\xfe',118045,FS-343084,FED,FS-FIRESTAT,FS,USCAENF,503,46,,1063,WENTWORTH,,,,,,1999,8/1/1999,213,755.0,Human,Smoking,,8/1/1999,213.0,830.0,0.1,A,38.935,-120.78027778,STATE OR PRIVATE,CA,,,
116849,b'\x00\x01\xad\x10\x00\x00x\xfd\xa45\xc1\n^\xc0\x10bkyObC@x\xfd\xa45\xc1\n^\xc0\x10bkyObC@|\x01\x00\x00\x00x\xfd\xa45\xc1\n^\xc0\x10bkyObC@\xfe',118046,FS-343085,FED,FS-FIRESTAT,FS,USCAENF,503,47,,1065,STRAWBERRY,,,,,,1999,8/4/1999,216,1545.0,Human,Debris and open burning,,8/4/1999,216.0,2030.0,0.2,A,38.76805556,-120.16805556,USFS,CA,,,
116850,b'\x00\x01\xad\x10\x00\x00x\xebO$\xb0%^\xc0\x98\xbf\xc4\x8a`[C@x\xebO$\xb0%^\xc0\x98\xbf\xc4\x8a`[C@|\x01\x00\x00\x00x\xebO$\xb0%^\xc0\x98\xbf\xc4\x8a`[C@\xfe',118047,FS-343086,FED,FS-FIRESTAT,FS,USCAENF,503,48,,1066,BUCKTAIL,,,,,,1999,8/5/1999,217,1720.0,Human,Misuse of fire by a minor,Minor,8/5/1999,217.0,1830.0,0.1,A,38.71388889,-120.58888889,USFS,CA,,,
116851,b'\x00\x01\xad\x10\x00\x000\x01\\\x1c\x97\x1b^\xc0Pu\xefKwoC@0\x01\\\x1c\x97\x1b^\xc0Pu\xefKwoC@|\x01\x00\x00\x000\x01\\\x1c\x97\x1b^\xc0Pu\xefKwoC@\xfe',118048,FS-343087,FED,FS-FIRESTAT,FS,USCAENF,503,49,,1067,ISLAND,,,,,,1999,8/7/1999,219,400.0,Human,Recreation and ceremony,,8/7/1999,219.0,832.0,0.1,A,38.87083333,-120.43111111,USFS,CA,,,
116852,b'\x00\x01\xad\x10\x00\x00\xbc\\V$\xb0\x15^\xc0\x90|\x16\xd2A~C@\xbc\\V$\xb0\x15^\xc0\x90|\x16\xd2A~C@|\x01\x00\x00\x00\xbc\\V$\xb0\x15^\xc0\x90|\x16\xd2A~C@\xfe',118049,FS-343088,FED,FS-FIRESTAT,FS,USCAENF,503,50,,1068,LOON,,,,,,1999,8/8/1999,220,1000.0,Human,Missing data/not specified/undetermined,,8/8/1999,220.0,1400.0,0.1,A,38.98638889,-120.33888889,USFS,CA,,,
116853,b'\x00\x01\xad\x10\x00\x00\xd4S\xb2i\xd3\x1a^\xc0\xc0\xceHO\x14~C@\xd4S\xb2i\xd3\x1a^\xc0\xc0\xceHO\x14~C@|\x01\x00\x00\x00\xd4S\xb2i\xd3\x1a^\xc0\xc0\xceHO\x14~C@\xfe',118050,FS-343089,FED,FS-FIRESTAT,FS,USCAENF,503,51,,1397,MARGARET,,,,,,1999,8/10/1999,222,830.0,Natural,Natural,,8/10/1999,222.0,1600.0,0.2,A,38.985,-120.41916667,USFS,CA,,,
116854,b'\x00\x01\xad\x10\x00\x00\x9c\x86)C5!^\xc0\x98D\xdb\xa3\x8aFC@\x9c\x86)C5!^\xc0\x98D\xdb\xa3\x8aFC@|\x01\x00\x00\x00\x9c\x86)C5!^\xc0\x98D\xdb\xa3\x8aFC@\xfe',118051,FS-343090,FED,FS-FIRESTAT,FS,USCAENF,503,52,,1397,SOPIAGO,,,,,,1999,8/10/1999,222,800.0,Natural,Natural,,8/10/1999,222.0,1100.0,0.1,A,38.55111111,-120.51888889,USFS,CA,,,
116855,b'\x00\x01\xad\x10\x00\x00h\xdbT\xd09\r^\xc0@\xbd\xe2\xae@gC@h\xdbT\xd09\r^\xc0@\xbd\xe2\xae@gC@|\x01\x00\x00\x00h\xdbT\xd09\r^\xc0@\xbd\xe2\xae@gC@\xfe',118052,FS-343091,FED,FS-FIRESTAT,FS,USCAENF,503,53,,1397,FORNI,,,,,,1999,8/10/1999,222,1201.0,Natural,Natural,,8/10/1999,222.0,1430.0,0.1,A,38.80666667,-120.20666667,USFS,CA,,,
116856,b'\x00\x01\xad\x10\x00\x00\\\x8d\xf8\xbdI\x13^\xc0h\xf1\xc5\xf8\xdf{C@\\\x8d\xf8\xbdI\x13^\xc0h\xf1\xc5\xf8\xdf{C@|\x01\x00\x00\x00\\\x8d\xf8\xbdI\x13^\xc0h\xf1\xc5\xf8\xdf{C@\xfe',118053,FS-343092,FED,FS-FIRESTAT,FS,USCAENF,503,54,,1397,RUSH,,,,,,1999,8/10/1999,222,1100.0,Natural,Natural,,8/10/1999,222.0,1400.0,0.1,A,38.96777778,-120.30138889,USFS,CA,,,
116857,b'\x00\x01\xad\x10\x00\x00X/\xd9\xba\xac\x08^\xc0P\xe8\xab\x073SC@X/\xd9\xba\xac\x08^\xc0P\xe8\xab\x073SC@|\x01\x00\x00\x00X/\xd9\xba\xac\x08^\xc0P\xe8\xab\x073SC@\xfe',118054,FS-343093,FED,FS-FIRESTAT,FS,USCAENF,503,55,,1397,SHEALOR,,,,,,1999,8/10/1999,222,1600.0,Natural,Natural,,8/10/1999,222.0,1900.0,0.1,A,38.65,-120.13555556,USFS,CA,,,
116858,b'\x00\x01\xad\x10\x00\x00\xb0\xc8\xf8\xf5\xf8\x01^\xc0\x08;o\x17egC@\xb0\xc8\xf8\xf5\xf8\x01^\xc0\x08;o\x17egC@|\x01\x00\x00\x00\xb0\xc8\xf8\xf5\xf8\x01^\xc0\x08;o\x17egC@\xfe',118055,FS-343094,FED,FS-FIRESTAT,FS,USCAENF,503,56,,1069,ECHO,,,,,,1999,8/12/1999,224,1245.0,Human,Equipment and vehicle use,,8/12/1999,224.0,1330.0,0.1,A,38.80777778,-120.03083333,USFS,CA,,,
116859,b'\x00\x01\xad\x10\x00\x00\xb8\xcd\x11\xb5Q\x14^\xc0\xa8\x9a5\xf2\xa5FC@\xb8\xcd\x11\xb5Q\x14^\xc0\xa8\x9a5\xf2\xa5FC@|\x01\x00\x00\x00\xb8\xcd\x11\xb5Q\x14^\xc0\xa8\x9a5\xf2\xa5FC@\xfe',118056,FS-343095,FED,FS-FIRESTAT,FS,USCAENF,503,57,,1001,PROTHRO,,,,,,1999,8/12/1999,224,1500.0,Human,Recreation and ceremony,,8/12/1999,224.0,1605.0,0.1,A,38.55194444,-120.3175,USFS,CA,,,
116860,b'\x00\x01\xad\x10\x00\x00\x98\t\xd7\xba\xac\x08^\xc0\x90\x9d\xad\xac\x82UC@\x98\t\xd7\xba\xac\x08^\xc0\x90\x9d\xad\xac\x82UC@|\x01\x00\x00\x00\x98\t\xd7\xba\xac\x08^\xc0\x90\x9d\xad\xac\x82UC@\xfe',118057,FS-343096,FED,FS-FIRESTAT,FS,USCAENF,503,58,,1397,KAYS,,,,,,1999,8/13/1999,225,1600.0,Natural,Natural,,8/13/1999,225.0,1800.0,0.3,B,38.66805556,-120.13555556,USFS,CA,,,
116861,b'\x00\x01\xad\x10\x00\x00\xd4\x17\x13\xdf\x8c\x18^\xc0(\x1fXN5QC@\xd4\x17\x13\xdf\x8c\x18^\xc0(\x1fXN5QC@|\x01\x00\x00\x00\xd4\x17\x13\xdf\x8c\x18^\xc0(\x1fXN5QC@\xfe',118058,FS-343097,FED,FS-FIRESTAT,FS,USCAENF,503,59,,1073,MEISE,,,,,,1999,8/14/1999,226,1245.0,Human,Recreation and ceremony,,8/14/1999,226.0,1315.0,0.1,A,38.63444444,-120.38361111,USFS,CA,,,
116862,b'\x00\x01\xad\x10\x00\x00d$\x01\xbeI#^\xc0(\xb2\xfb\xcd\xc5JC@d$\x01\xbeI#^\xc0(\xb2\xfb\xcd\xc5JC@|\x01\x00\x00\x00d$\x01\xbeI#^\xc0(\xb2\xfb\xcd\xc5JC@\xfe',118059,FS-343098,FED,FS-FIRESTAT,FS,USCAENF,503,60,,1074,OMO,,,,,,1999,8/15/1999,227,745.0,Human,Equipment and vehicle use,,8/15/1999,227.0,1300.0,1.0,B,38.58416667,-120.55138889,USFS,CA,,,
116863,b'\x00\x01\xad\x10\x00\x00\xd8\xaf\x96\x96\xcc\xfc]\xc0`\x9e \x14\xc8HC@\xd8\xaf\x96\x96\xcc\xfc]\xc0`\x9e \x14\xc8HC@|\x01\x00\x00\x00\xd8\xaf\x96\x96\xcc\xfc]\xc0`\x9e \x14\xc8HC@\xfe',118060,FS-343099,FED,FS-FIRESTAT,FS,USCAENF,503,61,,1397,CACHE,,,,,,1999,8/15/1999,227,1100.0,Natural,Natural,,8/15/1999,227.0,2300.0,0.5,B,38.56861111,-119.95,USFS,CA,,,
116864,b'\x00\x01\xad\x10\x00\x00\xd4\xb0\xae#\xd1\xfc]\xc0`\x9e \x14\xc8HC@\xd4\xb0\xae#\xd1\xfc]\xc0`\x9e \x14\xc8HC@|\x01\x00\x00\x00\xd4\xb0\xae#\xd1\xfc]\xc0`\x9e \x14\xc8HC@\xfe',118061,FS-343100,FED,FS-FIRESTAT,FS,USCAENF,503,62,,1397,CACHE #2,,,,,,1999,8/15/1999,227,1100.0,Natural,Natural,,8/15/1999,227.0,2300.0,0.1,A,38.56861111,-119.95027778,USFS,CA,,,
116865,b'\x00\x01\xad\x10\x00\x00\xec\xd2lo.\x13^\xc0`+\xfc\xe1s\x82C@\xec\xd2lo.\x13^\xc0`+\xfc\xe1s\x82C@|\x01\x00\x00\x00\xec\xd2lo.\x13^\xc0`+\xfc\xe1s\x82C@\xfe',118062,FS-343101,FED,FS-FIRESTAT,FS,USCAENF,503,63,,1075,RUBI,,,,,,1999,8/16/1999,228,1245.0,Human,Missing data/not specified/undetermined,,8/16/1999,228.0,1430.0,0.1,A,39.01916667,-120.29972222,STATE OR PRIVATE,CA,,,
116866,b'\x00\x01\xad\x10\x00\x00xy\x0e 4\x02^\xc0@F^H\xdahC@xy\x0e 4\x02^\xc0@F^H\xdahC@|\x01\x00\x00\x00xy\x0e 4\x02^\xc0@F^H\xdahC@\xfe',118063,FS-343102,FED,FS-FIRESTAT,FS,USCAENF,503,64,,1397,AUDRAIN,,,,,,1999,8/11/1999,223,1500.0,Natural,Natural,,8/11/1999,223.0,1700.0,0.1,A,38.81916667,-120.03444444,USFS,CA,,,
